vc,owner,managed_by_csa,env_name,server_group_name,vm_id,uuid,name,overall_status,ip_address,mac_address,datacenter,cluster_compute_resource,resource_pool
cdl,,N,,,vm-576,421fa267-2d9b-9b16-4225-5b3a8a7a7e40,1412baf9a920739_Linux23801,null,10.1.5.227,00:50:56:9f:5f:19,CSL,CSL-Lab1,CSL-Lab-Resourcepool
JJ,,N,,,vm-1593,42043531-d4d9-1208-508a-12748e47e92a,1B2B-new,null,n/a,00:50:56:84:71:74,CSL-JJ,C2,
JJ,,N,,,vm-5766,42044000-5177-ac61-5427-54390d4b17b7,2008R2-SA10,null,16.77.20.67,00:50:56:84:7d:2e,CSL-JJ,C2,
JJ,,N,,,vm-5161,42046699-4c9a-98c0-bbc8-024af20ef3f3,2a,null,16.77.19.206,00:50:56:84:39:06,CSL-JJ,C2,
AO,,N,,,vm-14691,422492b7-aa82-152a-d39b-30ef2aea33a7,3.2CSA-Dont-Delete,null,16.78.123.230,00:50:56:a4:05:3a,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-4970,42040241-8d1e-72ee-98b3-5d6f2713caa9,AB_UnInstall_CSA401_0010.02,null,16.77.19.235,00:50:56:84:32:52,CSL-JJ,C2,
cdl,abhilash.reddy.devireddy,N,,,vm-2414,421ba8ee-268b-caea-4de0-0e52623c98b5,AbhiDevi-030514-90cd90b444961c7d014496513fe620a4,null,10.1.9.216,00:50:56:9b:42:88,CSL-Cluster,CSL,
AO,abhilash.reddy.devireddy,N,,,vm-31662,42243eff-979d-8bf5-906d-0aa27279a093,Abhi-SM-CSA-01,null,16.78.118.89,00:50:56:a4:60:fe,MiniLIT-Unit,n/a,
cdl,,N,,,vm-88,421f3999-e4df-3ec0-c0a1-5e98f8871c18,ACSAVC290d45,null,10.1.5.82,00:50:56:9f:69:f5,CSL-Cluster,CSL,
cdl,adil.rehan,Y,,,vm-20548,421bc586-65c8-b505-def0-db46a5ae76ee,AdilReha-220814-90cd90b3477e2ad50147fe91090d56bb,null,n/a,00:50:56:9b:72:e3,CSL-Cluster,CSL,
cdl,adil.rehan,Y,,,vm-20549,421bce53-f917-1c0d-1aed-54a3f32f4e6b,AdilReha-220814-90cd90b3477e2ad50147fe91097656d4-VM01,null,10.1.6.77,00:50:56:9b:4b:3f,CSL-Cluster,CSL,
AO,,N,,,vm-16280,4224f3a1-794a-1c60-6992-35eb2e745079,AdminNode,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-16643,422403dd-39e9-86e4-d51b-4ea89787342f,AdminNode2,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-16643,422403dd-39e9-86e4-d51b-4ea89787342f,AdminNode2,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-5407,42041b66-466e-b5d3-51fb-717129bedc4f,AJ-Auto-CSA32,null,16.77.19.48,00:50:56:84:17:25,CSL-JJ,C2,
AO,,N,,,vm-19354,4224d1cb-5f96-4520-e739-7310ee0d9c31,AJ-CSAOO10-CSA32-002,null,16.78.124.144,00:50:56:a4:25:37,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-321,4204db9a-f1b5-5ae4-bcd8-53dbb3ca104a,AJ-OO10-JJLab001,null,16.77.20.56,00:50:56:84:25:7e,CSL-JJ,C2,
JJ,,N,,,vm-5351,4204deab-1dc0-30cc-3659-5633b5ff4a59,AJ-Oracle-APEX,null,16.77.20.129,00:50:56:84:25:ca,CSL-JJ,C2,
JJ,,N,,,vm-5748,42041c70-b009-1afd-f187-231120dbbb86,AJ-TA-CSA40OO1002,null,16.77.19.200,00:50:56:84:31:36,CSL-JJ,C2,
cdl,AlexSavi,Y,,,vm-23449,421b454d-d82f-05a2-0f56-bcbd13b92434,AlexSavi-081014-90cd90b3486bf5220148f391567e6081,null,10.1.5.215,00:50:56:9b:1c:2d,CSL-Cluster,CSL,
JJ,,N,,,vm-5781,4204ef92-9dc3-e54d-8443-1e5707b2ba30,Amazon-EC2-VM-Import-Connector-1.3.0,null,16.77.19.14,00:50:56:84:61:e1,CSL-JJ,C2,
JJ,,N,,,vm-7093,420470b0-8bf0-8efe-1880-58df35466cf8,AN_VM01_14.07,null,16.77.19.33,00:50:56:84:71:dd,CSL-JJ,C2,
JJ,,N,,,vm-5368,4204f074-ab22-7704-4d70-80629bc90a3a,AN_VM02-14.07,null,n/a,00:50:56:84:04:44,CSL-JJ,C2,
cdl,,N,,,vm-7126,421b0a7d-39a7-05e6-2c32-29bece40015d,AN-AWS-oo9clone,null,10.1.13.85,00:50:56:9b:13:87,CSL-Cluster,CSL,
cdl,andy,N,,,vm-629,421f0fc0-76ce-5eac-03b3-f16b150619ee,AndySmit-90cd948b3fa18c2a014011cbb4991d57,null,n/a,00:50:56:9f:5c:71,CSL,CSL-Lab1,
cdl,,N,,,vm-420,421f22c0-d91a-3b90-d533-5dc4eed8a2e7,AN-EC2-final,null,10.1.6.231,00:50:56:9f:74:dc,CSL,CSL-Lab1,
cdl,,N,,,vm-5687,421bda6d-8245-52e7-d7b9-e1f0536062ee,AN-EC2-oo10x-proxy,null,10.1.5.222,00:50:56:9b:04:7d,CSL-Cluster,CSL,
cdl,aneesha,N,,,vm-322,421fc3bc-989d-3473-e479-71f26cca15bc,AneeTrip-90cd90b4444c5e820144679f269b0ea8,null,fe80::7ddf:a645:ed7c:ccf1,00:50:56:9f:4e:be,CSL-Cluster,CSL,
cdl,anil.merani,N,,,vm-13626,421b1e1c-70e4-8bb2-68f0-cc5cb495fa6a,AnilMera-072814-90cd90b347378e5301477d3d1d1f6b12,null,10.1.5.91,00:50:56:9b:7b:b3,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23028,421b7491-386a-d533-ae51-3e041b46fdf5,AnkiJain-011014-90cd90b3486bf5220148cdaec6fb3b58,null,n/a,n/a,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23234,421b9b22-d1e2-12df-6a3d-512a0a4d5d68,AnkiJain-061014-90cd90b3486bf5220148e68f14e657f5,null,10.1.5.70,00:50:56:9b:48:30,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23344,421befee-45e2-a2e8-76c0-6072f83635f0,AnkiJain-071014-90cd90b3486bf5220148ec6cda9b0727,null,10.1.5.170,00:50:56:9b:3c:54,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23345,421b9372-5ce4-3003-c12b-0ecbecd38780,AnkiJain-071014-90cd90b3486bf5220148ec6de6df0ab5,null,10.1.6.5,00:50:56:9b:5c:fd,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23346,421b0865-95c5-fef8-9bac-01819534e1a9,AnkiJain-071014-90cd90b3486bf5220148ec6de7ea0ad6,null,10.1.5.253,00:50:56:9b:0f:73,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23356,421b31c3-f040-0d39-9515-231168b2f359,AnkiJain-071014-90cd90b3486bf5220148ed10df45282c,null,10.1.5.36,00:50:56:9b:5e:b7,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23357,421b6c54-4161-3ff6-7711-d8c1783d5e0e,AnkiJain-071014-90cd90b3486bf5220148ed12218b2b6a,null,n/a,n/a,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23359,421be3fa-d443-eb06-2dce-8a8d7cf8a860,AnkiJain-071014-90cd90b3486bf5220148ed477a74389e,null,10.1.5.121,00:50:56:9b:49:81,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23360,421b85aa-6ee8-b694-513d-78138122fda9,AnkiJain-071014-90cd90b3486bf5220148ed56a6d43f5a,null,10.1.5.146,00:50:56:9b:72:e1,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-23631,421bcf72-f5b9-8c92-2bd0-8eefd5f28da6,AnkiJain-101014-90cd90b3486bf5220148fb5184f52dc5,null,10.1.6.31,00:50:56:9b:6f:33,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23630,421b4619-4ce0-f2ac-863f-0e7fd134d3b6,AnkiJain-101014-90cd90b3486bf5220148fb5185a72ddb,null,10.1.6.8,00:50:56:9b:36:c1,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23642,421bf96e-9526-358e-80bf-3c47c7cada51,AnkiJain-101014-90cd90b3486bf5220148fbfb359e4536,null,10.1.7.85,00:50:56:9b:3b:6e,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23643,421be456-49bf-b5f8-f328-f10daf1cbf7a,AnkiJain-101014-90cd90b3486bf5220148fbfc709b4a18,null,10.1.7.102,00:50:56:9b:1f:7a,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23644,421b6c4f-12da-1dc6-a9cd-4ca7761aa45a,AnkiJain-101014-90cd90b3486bf5220148fc114fad5836,null,10.1.7.104,00:50:56:9b:70:77,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23644,421b6c4f-12da-1dc6-a9cd-4ca7761aa45a,AnkiJain-101014-90cd90b3486bf5220148fc114fad5836,null,10.1.7.104,00:50:56:9b:70:77,CSL,CSA QA,
cdl,ankit,Y,,,vm-23646,421b2dd2-dbb2-6077-19fa-bc5cf591d51d,AnkiJain-101014-90cd90b3486bf5220148fc11502a584c,null,10.1.7.133,00:50:56:9b:5e:ed,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23648,421b0ec0-4955-b29c-6bd0-2002fad6d2e6,AnkiJain-101014-90cd90b3486bf5220148fc115c3c5862,null,n/a,00:50:56:9b:37:55,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23647,421b06f6-c343-b7ff-a948-7ca7deaf3b64,AnkiJain-101014-90cd90b3486bf5220148fc115c9c587b,null,10.1.7.122,00:50:56:9b:2f:5f,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23645,421b7f41-823b-5fb2-a3de-4c2dacd20ea2,AnkiJain-101014-90cd90b3486bf5220148fc1166175891,null,10.1.7.108,00:50:56:9b:54:a3,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23693,421b77a9-1b5d-fa92-a667-83a6eaec1ff6,AnkiJain-111014-90cd90b3486bf5220149023b32b73bcc,null,10.1.6.154,00:50:56:9b:0e:ac,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23694,421b59da-1a0f-c07a-0a05-e758108aedcf,AnkiJain-111014-90cd90b3486bf5220149023c368c3ea2,null,10.1.6.247,00:50:56:9b:46:cc,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23695,421b25ee-476d-4661-3fc5-5ea7b5f3daf0,AnkiJain-111014-90cd90b3486bf5220149023d17cf412c,null,10.1.6.251,00:50:56:9b:7b:5a,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23696,421bbfe0-13fc-008e-f688-ff83d79895f2,AnkiJain-111014-90cd90b3486bf5220149023ddf1443f4,null,n/a,00:50:56:9b:4a:b4,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23697,421bbfbf-3356-5aa6-387e-d8d5fdb46fdc,AnkiJain-111014-90cd90b3486bf5220149023ed326466a,null,10.1.6.222,00:50:56:9b:7e:10,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23697,421bbfbf-3356-5aa6-387e-d8d5fdb46fdc,AnkiJain-111014-90cd90b3486bf5220149023ed326466a,null,10.1.6.222,00:50:56:9b:7e:10,CSL,CSA QA,
cdl,ankit,Y,,,vm-23698,421b39ee-5b45-0ff0-de47-01eb4fd738b2,AnkiJain-111014-90cd90b3486bf5220149024264134cf3,null,10.1.7.89,00:50:56:9b:2c:0d,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23699,421b391b-2445-3513-20e8-e99c4c4ee363,AnkiJain-111014-90cd90b3486bf52201490243fa7350a1,null,n/a,n/a,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-21641,421bbeb1-e5eb-f19e-9694-d11db916d1d5,AnkiJain-120914-90cd90b3486bf52201486c416a400621,null,10.1.6.19,00:50:56:9b:5c:3a,CSL,CSL-Lab1,
cdl,ankit,Y,,,vm-23836,421b3cef-38c2-1f9b-fb45-5290c7ff7a54,AnkiJain-131014-90cd90b3486bf52201490bd32d9f4f80,null,10.1.4.2,00:50:56:9b:7e:be,CSL-Cluster,CSL,
cdl,ankit,N,,,vm-20105,421b1125-fe0a-432a-fb5a-f358daf9aa3a,AnkiJain-140814-90cd90b3477e2ad50147d668cbd63f43,null,10.1.5.104,00:50:56:9b:3c:14,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-22166,421b040c-5368-f437-2c87-f583651f547c,AnkiJain-220914-90cd90b3486bf52201489c2f066325f2,null,10.1.6.0,00:50:56:9b:18:5e,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-22167,421b4a4b-05c6-cd24-87ac-8b46599bd949,AnkiJain-220914-90cd90b3486bf52201489c32e0c829e2,null,10.1.6.42,00:50:56:9b:02:36,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-20615,421b84d9-d7c9-6003-8eea-015565ef5af1,AnkiJain-240814-90cd90b3480aad4701480ab2aa9d0194,null,10.1.6.89,00:50:56:9b:65:8d,CSL,CSL-Lab1,
cdl,ankit,N,,,vm-22481,421bfac1-d0fc-d833-c126-8396ec1a1dcc,AnkiJain-240914-90cd90b3486bf5220148a993135a4d23,null,n/a,n/a,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-22491,421b1f36-11fc-8828-93a9-15547b323ee6,AnkiJain-240914-90cd90b3486bf5220148a9e9669059af,null,10.1.7.41,00:50:56:9b:3d:6e,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-22728,421b2116-33b1-0d18-29fb-ebca63f4a5c7,AnkiJain-260914-90cd90b3486bf5220148b43d05737a83,null,10.1.7.56,00:50:56:9b:02:ab,CSL-Cluster,CSL,
cdl,ankit,Y,,,vm-20785,421b4403-e47b-d46e-894c-b5861b088f2e,AnkiJain-270814-90cd90b3480aad470148165701d54bde,null,n/a,00:50:56:9b:4d:50,CSL-Cluster,CSL,
JJ,,N,,,vm-5918,4204beb7-a8e1-b6be-53cb-fddce03251ee,AN-OO10patched,null,16.77.19.169,00:50:56:84:16:f0,CSL-JJ,C2,
cdl,AntaPett,N,,,vm-6756,421ba957-cf64-a3d6-7e0c-2919e1ec9cb5,AntaPett-052714-90cd90b346079d4f01463ea6dcde37c5,null,10.1.13.74,00:50:56:9b:79:02,CSL-Cluster,CSL,
AO,,N,,,vm-27935,42240516-931d-d035-6ae0-3b56f8e0e797,AN-VM01-14.02,null,16.78.122.144,00:50:56:a4:0f:f4,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-24396,42245ce8-6ac4-4df3-dcd2-34fd0f917fd7,AppLite_v1.0,null,n/a,00:50:56:a4:04:70,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
JJ,,N,,,vm-6713,42049253-04a2-5340-44f3-5a9eebd4615d,app-store,null,16.77.19.131,00:50:56:84:71:b8,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
cdl,ArthTsan,Y,,,vm-23512,421b3526-199b-ee50-df2e-b5f9aa8af115,ArthTsan-091014-90cd90b3486bf5220148f62c734a1f03,null,10.1.7.84,00:50:56:9b:54:95,CSL-Cluster,CSL,
cdl,aslesha,N,,,vm-487,421f6df4-d2f5-72d2-f64b-d5ff7d0142d4,AsleNarg-90cd90b3415690cf0141cd23dad015c5,null,10.1.7.170,00:50:56:9f:4c:c8,CSL,CSL-Lab1,
JJ,,N,,,vm-1017,420457dd-75a8-7be4-9baf-c8463ea136bb,ATCHCOMPL7c33b7,null,n/a,00:50:56:84:72:38,CSL-JJ,C2,
AO,,N,,,vm-20384,4224c72b-6590-f55a-3b02-5ab5c2dd8abe,AuditPoli0b5915,null,16.78.124.219,00:50:56:a4:7a:5e,MiniLIT-Unit,n/a,
cdl,jagadish,N,,,vm-22055,421b6e42-a56b-70bf-8e50-0833959e71b0,B2M-Test,null,10.1.6.83,00:50:56:9b:1c:dc,CSL-Cluster,CSL,
cdl,sunil,N,,,vm-19718,421bb0a6-6bc9-e39f-96e1-40ecefb8f390,Back-BSM,null,n/a,n/a,CSL,CSL-Lab1,
JJ,,N,,,vm-2987,42042fe6-30b3-8ac4-346e-46d1a17e777c,Backup 1,null,16.77.19.123,00:50:56:84:32:5f,CSL-JJ,C2,
cdl,,N,,,vm-23518,421be774-50f6-5e8f-3f2b-5b7b7737de8f,Backup_TTV_Linux_DMA,null,10.1.4.2,00:50:56:9b:48:7f,CSL,CSL-Lab1,
JJ,,N,,,vm-5053,4204d0b8-1f91-93e7-aa96-343d0d6fa44b,BIG-IP VE 11.3.0.2806.0,null,16.77.2.177,00:50:56:84:2a:1b,CSL-JJ,C2,
JJ,,N,,,vm-5573,4204d0b8-1f91-93e7-aa96-343d0d6fa44b,BIG-IP VE 11.3.0.2806.0,null,16.77.2.177,00:50:56:84:2a:1b,CSL-JJ,C2,
cdl,,N,,,vm-516,421f99cc-cb9e-d543-1202-8b1dae6dfcfc,BIG-IP VE 11.4.0,null,n/a,n/a,CSL,CSL-Lab1,CSL-Lab-Resourcepool
cdl,,N,,,vm-22565,421b5ea1-ca60-dcc2-5d67-d7831d7a12a1,BIGIP0712a1,null,10.1.1.23,00:50:56:9b:08:aa,CSL,CSL-Lab1,
cdl,,N,,,vm-22566,421b932b-de3f-f8b3-7be3-0b76fad8b29c,BIGIP9a122b,null,10.1.1.24,00:50:56:9b:1e:5f,CSL,CSL-Lab1,
cdl,BindKota,Y,,,vm-23434,421b7c56-ac45-16fb-9eca-66c5de3893b6,BindKota-081014-90cd90b3486bf5220148f25fe9415b28,null,10.1.5.113,00:50:56:9b:43:af,CSL-Cluster,CSL,
cdl,BindKota,Y,,,vm-23509,421bf808-308e-38af-867a-d83a09056a28,BindKota-091014-90cd90b3486bf5220148f622d1a61a27,null,10.1.7.198,00:50:56:9b:59:18,CSL-Cluster,CSL,
cdl,BriaStei,N,,,vm-464,421f82af-34b4-1526-e3b3-6b81bd02b446,BriaStei-90cd90b3403553b001403ae1e28b0a55,null,10.1.5.242,00:50:56:9f:65:bb,CSL,CSL-Lab1,
AO,sunil,N,,,vm-7806,4224c666-2711-275b-b067-18ae20330b27,BSM920,null,16.78.122.211,00:50:56:a4:40:fa,MiniLIT-Unit,Cloud-001,
cdl,sunil,N,,,vm-508,421f2d8e-d520-327c-f70c-abb028bc3486,BSM922,null,10.1.4.187,00:50:56:9f:32:a3,CSL,CSL-Lab1,
cdl,sunil,N,,,vm-508,421f2d8e-d520-327c-f70c-abb028bc3486,BSM922,null,10.1.4.187,00:50:56:9f:32:a3,CSL,CSA QA,
cdl,sunil,N,,,vm-653,421f4363-d5e1-61a0-e567-9777b13258af,BSM-922-OMI,null,169.254.166.126,00:50:56:9f:5e:37,CSL,CSL-Lab1,
cdl,sunil,N,,,vm-19705,421b4798-f2e8-92f1-dfd5-24aaa7d32094,BSM923-2,null,10.1.4.129,00:50:56:9b:7b:6b,CSL,CSL-Lab1,
JJ,ankit,N,,,vm-6940,42040e9f-9897-461b-51d4-4f0936248959,BuildServer-CSAOD-AJ,null,16.77.19.89,00:50:56:84:31:7d,CSL-JJ,C2,
AO,minaxi,N,,,vm-34498,4224aac6-9397-3595-ceba-170f87ad97e3,C28_Cat,null,n/a,00:50:56:a4:7b:da,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-34256,4224c9eb-521f-bbc0-4b21-51ab33c2abd0,C28_Catalog_DO_NOT_TOUCH,null,n/a,00:50:56:a4:7b:27,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-35231,42246e8b-15b1-ae75-7044-952deeb160b6,C28_Catalog_Sprint6-120,null,n/a,n/a,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-35611,4224512a-8008-e152-2395-8c6e2219bbf8,C28_Catalog-126,null,n/a,n/a,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-35617,42240890-1d88-04bb-563f-22095123ce6c,C28_CSA_CentOS,null,n/a,n/a,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-35262,42241ffc-23f1-898c-f8ce-e2d1d92c6613,C28_CSA_Sprint6,null,16.78.118.123,00:50:56:a4:7e:43,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-34293,4224b906-c81a-e0b2-88c4-212391b91244,C28_Latest_Catalog,null,n/a,00:50:56:a4:7b:39,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-35612,422436e7-867f-55de-223d-b53f47430a5b,C28_SX,null,n/a,n/a,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-34342,42246f57-669b-4362-9152-b6d0d4df1fc1,C28_SX_Abhishek,null,n/a,00:50:56:a4:7b:63,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-34257,4224c9c6-438d-9d8b-9a09-1c4a60a5951c,C28_SX_DO_NOT_TOUCH,null,n/a,00:50:56:a4:7b:28,MiniLIT-Unit,n/a,
AO,minaxi,N,,,vm-35232,4224e7d4-62fa-0ab5-4af0-fd93a86984dd,C28_SX_Sprint6,null,n/a,00:50:56:a4:7e:2e,MiniLIT-Unit,n/a,
cdl,,N,,,vm-20763,421bcd5d-674a-73b7-036f-2cdf912cbc06,c410oo1010,null,10.1.6.40,00:50:56:9b:6b:24,CSL-Cluster,CSL,
AO,prashant,N,,,vm-35154,42243b66-ce87-1fe7-dc84-19d749dc4907,cat-5,null,n/a,00:50:56:a4:7d:f7,MiniLIT-Unit,n/a,
AO,prashant,N,,,vm-35823,4224bd1b-ee16-b873-3fa1-6cc428fd5243,Cat-Hard1-79,null,n/a,n/a,MiniLIT-Unit,n/a,
cdl,cat.okita,Y,,,vm-22036,421b1aa4-d10a-66eb-54d4-7efd77d555e1,CatOkit-190914-90cd90b3486bf52201488e5520570a0a,null,10.1.5.165,00:50:56:9b:78:48,CSL-Cluster,CSL,
AO,prashant,N,,,vm-35151,42244b88-ec53-4181-44cb-d89bc2c9aa28,cat-test,null,n/a,00:50:56:a4:7d:f4,MiniLIT-Unit,n/a,
JJ,,N,,,vm-6765,4204d384-737c-dc51-424a-a455c7af98e0,CG_VM01-14.02,null,16.77.19.186,00:50:56:84:67:e4,CSL-JJ,C2,
JJ,,N,,,vm-7095,4204f24e-f074-e652-0d7c-0f9fee96d0f2,CG_VM01-CSA-OO_v3.0,null,16.77.19.34,00:50:56:84:5a:f9,CSL-JJ,C2,
cdl,chandan.m-c,Y,,,vm-3524,421b689d-d171-6e47-b53e-3a5952fcf103,ChanM C-240314-90cd90b344dbba8c0144f7e010815829,null,n/a,00:50:56:9b:6d:b3,CSL,CSL-Lab1,
cdl,,N,,,vm-354,421f1b93-266a-3e5a-b9f7-4244cccf813a,Clone-CSA40-OO1002,null,10.1.7.4,00:50:56:9f:6a:f8,CSL-Cluster,CSL,
cdl,,N,,,vm-211,421fdd77-6ac6-a5e0-e577-1722d9872036,Clone-CSA40-OO907,null,10.1.7.141,00:50:56:9f:65:5e,CSL-Cluster,CSL,
cdl,,N,,,vm-20135,421b7147-013a-6ed8-1230-141a77d8893d,Cloned - CP14.08,null,10.1.4.158,00:50:56:9b:7d:64,CSL,CSL-Lab1,
AO,minaxi,N,,,vm-32023,42249d72-41e9-6967-f4df-a8490521e495,Cloud28Dev,null,16.78.118.86,00:50:56:a4:61:ad,MiniLIT-Unit,n/a,
JJ,,N,,,vm-6581,42045d16-8e7b-b6de-6644-ae2f703b5c86,clus_node0,null,n/a,00:50:56:84:30:a3,CSL-JJ,C2,
JJ,,N,,,vm-5843,4204cdc7-e131-b884-8f58-a7d675103cca,clus_node1,null,n/a,00:50:56:84:30:a6,CSL-JJ,C2,
cdl,,N,,,vm-3486,421b3899-901e-7e6f-2ffb-c38b59c1d4c9,clus-N0,null,n/a,00:50:56:9b:3a:7d,CSL,CSL-Lab1,
cdl,,N,,,vm-3488,421bdccf-49cc-f315-e02d-dc654cf413b5,clus-N1,null,n/a,00:50:56:9b:3c:e6,CSL,CSL-Lab1,
JJ,,N,,,vm-6995,420439e5-6586-b314-48c5-a81d061df0af,CMP DEV,null,n/a,00:50:56:84:19:be,CSL-JJ,C2,
cdl,,N,,,vm-21895,421be24d-a6f9-3dd5-0782-299fe4b3c1d1,cod_Linux_ora,null,n/a,00:50:56:9b:7c:ff,CSL-Cluster,CSL,
cdl,,N,,,vm-21900,421be3db-f7d4-a073-f889-b1a195b8c46f,cod_Linux_ora2,null,n/a,00:50:56:9b:7e:69,CSL-Cluster,CSL,
cdl,,N,,,vm-21902,421b6dba-67e4-12e2-4d42-e4fee814b73f,cod_Linux_ora3,null,n/a,00:50:56:9b:79:5d,CSL-Cluster,CSL,
cdl,,N,,,vm-21175,421b2b88-c2cf-bf24-0a73-82d1acad3a7b,cod_Linux_pgre,null,10.1.4.243,00:50:56:9b:5c:0f,CSL-Cluster,CSL,
cdl,,N,,,vm-21838,421b3688-3dcb-edfa-8961-8f23b3fb13fb,cod_Linux_pgre_old,null,n/a,00:50:56:9b:52:3f,CSL-Cluster,CSL,
cdl,,N,,,vm-21896,421bba5c-d874-5884-5925-51009ff00d82,cod_Linux_pgre-old,null,10.1.5.247,00:50:56:9b:09:49,CSL-Cluster,CSL,
cdl,,N,,,vm-23034,421bf8e4-08f0-85d5-fb78-db6470e750e5,COD_TTV_Win_Oracle,null,10.1.5.240,00:50:56:9b:56:25,CSL,CSL-Lab1,
cdl,,N,,,vm-21340,421b76dc-faa4-de91-b981-239d9769ad39,cod_Win_mssql,null,10.1.6.172,00:50:56:9b:13:61,CSL-Cluster,CSL,
cdl,,N,,,vm-21829,421b6463-04d1-61f0-d222-37c2272279bd,cod_Win_mssql-win2012,null,10.1.4.135,00:50:56:9b:7b:72,CSL-Cluster,CSL,
cdl,,N,,,vm-22731,421bdc32-a2d3-9c13-6d99-ac5071f2ee0a,cod_Win_ora,null,10.1.7.10,00:50:56:9b:7f:d4,CSL-Cluster,CSL,
cdl,,N,,,vm-21174,421bf5fd-ea5e-e37d-27f6-a481623ad223,cod_win2k8-postgres,null,10.1.5.9,00:50:56:9f:6d:17,CSL-Cluster,CSL,
JJ,,N,,,vm-4812,420439fb-2b4d-a5c4-ab55-b57b64ccf274,COD_XS_Prod,null,16.77.19.7,00:50:56:84:46:18,CSL-JJ,C2,
JJ,,N,,,vm-5128,42048184-a5d1-439e-7500-4840f99997db,COD-40-1002,null,16.77.19.115,00:50:56:84:70:e1,CSL-JJ,C2,
cdl,,N,,,vm-21167,421be430-34e9-7f78-c44a-97d09755faea,cod-cent62,null,n/a,n/a,CSL-Cluster,CSL,
cdl,,N,,,vm-21168,421b609f-0887-7e8f-a834-84f0b4c39ffa,cod-cent63,null,n/a,00:50:56:9b:19:6f,CSL-Cluster,CSL,
cdl,,N,,,vm-21166,421b45b6-7bb2-e30e-1cf1-f199ad398d51,cod-cent64,null,n/a,00:50:56:9b:60:ab,CSL-Cluster,CSL,
JJ,,N,,,vm-5081,420486f8-3ae2-fcec-c2f1-206c493458fc,COD-CSA4_OO10-Mar 8_Prod,null,n/a,00:50:56:84:2c:18,CSL-JJ,C2,
JJ,,N,,,vm-6331,4204810d-3342-3543-1735-53ba722744da,COD-CSA4-OO10-DEV,null,16.77.19.141,00:ff:37:c4:5e:ac,CSL-JJ,C2,
JJ,,N,,,vm-5952,42045d5b-e478-74a8-650c-1e256cde6ffb,COD-CSA4-OO10-Mar 19 _ Prod,null,n/a,00:50:56:84:30:53,CSL-JJ,C2,
JJ,,N,,,vm-1030,4204fd37-6a01-d48a-347e-0c7847eb0bd9,COD-CSA4-OO10-Mar 7 _ Prod,null,16.77.16.51,00:ff:37:c4:5e:ac,CSL-JJ,C2,
